"","INC_voteshare","BJP_voteshare","COUNT_1yr","INJURED_1yr","election","DISTRICT_ID_61"
"11976",0.206999019800907,0.293030850826089,0,0,"1996","427"
"12001",0.510489487132384,0.00679370062960303,0,0,"1967","428"
"12005",0.603027562573294,0.00881540777634358,0,0,"1972","428"
"12011",0.539604485659663,0,0,0,"1978","428"
"12016",0.534168769531576,0.099763532144588,0,0,"1983","428"
"12018",0.449072028637309,0.00496315526387926,0,0,"1985","428"
"12022",0.402337244149295,0.00788238759210757,0,0,"1989","428"
"12028",0.286276798240709,0.0543776872984007,0,0,"1994","428"
"12033",0.432412988136804,0.147927713995351,0,0,"1999","428"
"12054",0.413500992720053,0.424513567174057,0,0,"1967","429"
"12058",0.540952394188075,0.299059835592832,0,0,"1972","429"
"12063",0.315721182860591,0,0,0,"1977","429"
"12066",0.404163282601787,0.477971208964535,0,0,"1980","429"
"12071",0.557515823934215,0.374016300952584,0,0,"1985","429"
"12076",0.311795741973116,0.564406349543025,0,0,"1990","429"
"12080",0.402780865322769,0.558648040619248,0,0,"1993","429"
"12084",0.410878685050757,0.537912174448406,0,0,"1998","429"
"12107",0.305817076182245,0.265171626126682,0,0,"1967","430"
"12111",0.473099958364027,0.323172020625821,0,0,"1972","430"
"12116",0.249523543181489,0,0,0,"1977","430"
"12119",0.358122013153177,0.406461657850404,0,0,"1980","430"
"12124",0.524305240831717,0.328390406613128,0,0,"1985","430"
"12129",0.24889047094977,0.455218787045534,0,0,"1990","430"
"12133",0.449983561454206,0.406078224406338,0,0,"1993","430"
"12137",0.442193479259146,0.341655186489107,0,0,"1998","430"
"12160",0.448441352459857,0.0931230705635054,0,0,"1967","431"
"12165",0.534599868160844,0.149033618984838,0,0,"1972","431"
"12168",0.445252275493566,0.157051159372584,0,0,"1975","431"
"12173",0.488619139046079,0.160494139046079,0,0,"1980","431"
"12178",0.568428761452122,0.259667981885845,0,0,"1985","431"
"12183",0.292124386628869,0.323182191012044,0,0,"1990","431"
"12188",0.315799386010964,0.433967879747144,0,0,"1995","431"
"12191",0.268191102110259,0.490635107067445,0,0,"1998","431"
"12218",0,0,0,0,"1971","433"
"12224",0.198775711551053,0,0,0,"1977","433"
"12227",0.20545723864895,0,0,0,"1980","433"
"12232",0.134721244899695,0.000306001789846676,0,0,"1984","433"
"12236",0.223140673920727,0.00208456704183051,0,0,"1989","433"
"12238",0.0641776113635164,0.00307031885573748,0,0,"1991","433"
"12243",0.0299230386549579,0.00918528192869962,0,0,"1996","433"
"12248",0.0293377230139307,0.0732456712364498,0,0,"2001","433"
"12267",0.0999116040831648,0.180392251835527,0,0,"1967","435"
"12269",0.352918041826483,0.170452241747014,0,0,"1969","435"
"12274",0.331077790327762,0.161435395790804,0,0,"1974","435"
"12277",0.433572157040871,0,0,0,"1977","435"
"12280",0.297864556111402,0.119573657880983,0,0,"1980","435"
"12285",0.303723069600962,0.146197553159931,0,0,"1985","435"
"12290",0.317561447177122,0.149731426295104,0,0,"1989","435"
"12291",0.188184394977329,0.307204329695679,0,0,"1991","435"
"12294",0.135002721829069,0.302168957539467,1,0,"1993","435"
"12297",0.275328147650931,0.290491756118748,0,0,"1996","435"
"12322",0.459527554571789,0.36197803605617,0,0,"1967","437"
"12326",0.526614359900655,0.35672273650937,0,0,"1972","437"
"12331",0.341911932930332,0,0,0,"1977","437"
"12334",0.463078998927951,0.405368563084544,0,0,"1980","437"
"12339",0.523947828014354,0.396047738971923,0,0,"1985","437"
"12344",0.415856869111317,0.451426361966713,1,51,"1990","437"
"12348",0.46726207074881,0.423889511390082,0,0,"1993","437"
"12352",0.374863784078305,0.41315991749207,0,0,"1998","437"
"12374",0.431575346639956,0.143810611615805,0,0,"1967","438"
"12379",0.605341240970789,0.122307820564997,0,0,"1972","438"
"12386",0.0111845084810848,0,0,0,"1978","438"
"12387",0.398615865575626,0.134334078440973,0,0,"1980","438"
"12392",0.410337193589342,0.10740318717021,0,0,"1985","438"
"12398",0.323810902835334,0.139465048102015,0,0,"1990","438"
"12402",0.306447440589478,0.147432677853763,0,0,"1995","438"
"12407",0.160973411762234,0.123887390168994,0,0,"1999","438"
"12429",0.450347261117957,0.105390548736578,0,0,"1967","441"
"12433",0.370759081407523,0.0852041980792013,0,0,"1972","441"
"12438",0.303039639202627,0,0,0,"1977","441"
"12441",0.357719863361089,0.0977566094202923,0,0,"1980","441"
"12446",0.375328870683052,0.168309632441913,0,0,"1985","441"
"12451",0.318788019908607,0.0947327570315608,0,0,"1990","441"
"12455",0.250561012013485,0.200108201386787,0,0,"1993","441"
"12459",0.229724433924106,0.201908140444425,0,0,"1998","441"
"12482",0.408703932275017,0.153808675553975,0,0,"1967","444"
"12483",0.470691478589591,0.106318694244258,0,0,"1968","444"
"12487",0.462318542480849,0.0836013513092366,0,0,"1972","444"
"12492",0.173018476236347,0,0,0,"1977","444"
"12497",0.349064832666413,0.0712130841763036,0,0,"1982","444"
"12502",0.264938395695477,0.101340975537766,0,0,"1987","444"
"12506",0.372042043000882,0.0494875335757305,0,0,"1991","444"
"12511",0.172925669257918,0.0223731556639868,0,0,"1996","444"
"12515",0.353085791220278,0.08141725837497,0,0,"2000","444"
"12536",0.366015748555827,0,0,0,"1967","447"
"12541",0.46735860215745,0.0864040783264975,0,0,"1972","447"
"12544",0.313618690085138,0.124435208151773,0,0,"1975","447"
"12549",0.435009685265289,0.139371695722463,0,0,"1980","447"
"12554",0.439880940734509,0.141755855133147,0,0,"1985","447"
"12559",0.329070075885636,0.323353947457389,1,0,"1990","447"
"12564",0.291553745932192,0.441792047620118,0,0,"1995","447"
"12567",0.354041161379988,0.409433730596208,0,0,"1998","447"
"12591",0.399055612431279,0.41390694129373,0,0,"1967","448"
"12595",0.567957388028751,0.312532348011476,0,0,"1972","448"
"12600",0.407540517154774,0,0,0,"1977","448"
"12603",0.518073588737638,0.342354975206408,0,0,"1980","448"
"12608",0.49361334006459,0.388443380071591,0,0,"1985","448"
"12613",0.362984357638044,0.431700756116085,0,0,"1990","448"
"12617",0.450621105127333,0.462890524516434,0,0,"1993","448"
"12621",0.440769529435947,0.483755985778779,0,0,"1998","448"
"12644",0.38717429498277,0.112204265443737,0,0,"1967","449"
"12646",0.332458987836213,0.0992130890525914,0,0,"1969","449"
"12651",0.319768842161323,0.107796864738556,0,0,"1974","449"
"12654",0.377773499998422,0,0,0,"1977","449"
"12657",0.35709734031779,0.06179558488909,0,0,"1980","449"
"12662",0.410434973983305,0.043202085827021,0,0,"1985","449"
"12667",0.324104858798371,0.0344030044923764,0,0,"1989","449"
"12668",0.13626951343812,0.384871162133648,0,0,"1991","449"
"12671",0.197686220364721,0.358564803906191,0,0,"1993","449"
"12674",0.0746623644782306,0.293779899485463,0,0,"1996","449"
"12698",0.360745775827866,0.0791452302022159,0.92,0,"1967","450"
"12700",0.418818153250651,0.0695798250225403,0,0,"1969","450"
"12703",0.398078944853293,0.0629276976010704,0,0,"1972","450"
"12708",0.268047940969192,0,0,0,"1977","450"
"12711",0.40140694352685,0.016087813848987,0,0,"1980","450"
"12716",0.41289908024944,0.0103562227626225,0,0,"1985","450"
"12721",0.286928041511214,0.0157209666890614,0.92,0,"1990","450"
"12726",0.27392230615035,0.0599944028077016,0,0,"1995","450"
"12731",0.130168024753757,0.0102177048533636,0,0,"2000","450"
"12756",0,0.00142754649192417,0,0,"1971","452"
"12762",0.17319342865748,0,0,0,"1977","452"
"12765",0.232205832346762,0.000584236499705714,0,0,"1980","452"
"12770",0.206322165200239,0.0016266854568999,0,0,"1984","452"
"12774",0.194306219185601,0.000841967478860561,0,0,"1989","452"
"12776",0.143016544348512,0.0168351526279388,0,0,"1991","452"
"12781",0.0609389222742057,0.00826170118493866,0,0,"1996","452"
"12786",0.0347653492644798,0.0327264051866409,0,0,"2001","452"
"12806",0.311474165387725,0.00821162763833193,0,0,"1967","454"
"12810",0.33555793998545,0.0348008650386842,0,0,"1971","454"
"12813",0.390960212904805,0.00286524186312097,0,0,"1974","454"
"12816",0.367567020738493,0,0,0,"1977","454"
"12819",0.578127847713146,0.0248486758736918,0,0,"1980","454"
"12824",0.56239196206136,0.0482716449652851,0,0,"1985","454"
"12829",0.330033569241671,0.0542047860017625,0,0,"1990","454"
"12834",0.395508663989488,0.114770996819315,0,0,"1995","454"
"12839",0.371973004462617,0.241168634175295,0,0,"2000","454"
"12860",0.576110755186257,0.0107144166823058,0,0,"1967","455"
"12865",0.730038358944399,0.0209763465988146,0,0,"1972","455"
"12872",0.0366951533164835,0,0,0,"1978","455"
"12873",0.527907081700021,0.0219336703115329,0,0,"1980","455"
"12878",0.545475043529941,0,0,0,"1985","455"
"12884",0.47285848664449,0.0127289198648976,0,0,"1990","455"
"12888",0.423049375494386,0.0395492525209553,0,0,"1995","455"
"12893",0.387570320221755,0.0712965302497715,0,0,"1999","455"
"13010",0.366791281653382,0.10422233194611,0,0,"1967","460"
"13012",0.377134320926179,0.127308187061704,0,0,"1969","460"
"13015",0.454749493243358,0.0799168600796317,0,0,"1972","460"
"13020",0.246766133131583,0,0,0,"1977","460"
"13023",0.3542397085098,0.137165655772522,0,0,"1980","460"
"13028",0.345601103828907,0.103694239392894,0,0,"1985","460"
"13033",0.247609391398992,0.0735970561177553,0,0,"1990","460"
"13038",0.15133898327935,0.116872234149761,0,0,"1995","460"
"13043",0.0631150070205635,0.147078681266419,0,0,"2000","460"
"13064",0.682084505530385,0.0212918692387167,0,0,"1967","461"
"13069",0.666474137826367,0.0294985404232512,0,0,"1972","461"
"13076",0.0791024723064632,0,0,0,"1978","461"
"13077",0.38734006753018,0.0206034804015674,0,0,"1980","461"
"13082",0.459950590558791,0.00935710328072598,1,0,"1985","461"
"13088",0.478237232754007,0.0292846210904857,0,0,"1990","461"
"13092",0.435386126709503,0.0113984074154371,0,0,"1995","461"
"13097",0.262562445680207,0.0932578096846449,0,0,"1999","461"
"13119",0.405627118913526,0.372165673700234,0,0,"1967","462"
"13123",0.465676810894718,0.205348873612397,0,0,"1972","462"
"13128",0.351641812169482,0,0,0,"1977","462"
"13131",0.431174483961033,0.240703373608554,0,0,"1980","462"
"13136",0.428575543788529,0.22831785637593,0,0,"1985","462"
"13141",0.281907298640335,0.274536323667366,0,0,"1990","462"
"13145",0.254904725351046,0.276060623467137,0,0,"1993","462"
"13149",0.293546046252226,0.244834808951308,0,0,"1998","462"
"13172",0.417261686476692,0.161690791034795,0,0,"1967","463"
"13177",0.424661658488572,0.149133700985714,0,0,"1972","463"
"13182",0.3504230818253,0,0,0,"1977","463"
"13185",0.391385763482318,0.258486907032222,0,0,"1980","463"
"13190",0.461140135484107,0.343386641182477,0,0,"1985","463"
"13195",0.338065082249912,0.321437858930831,0,0,"1990","463"
"13198",0.360557177037914,0.305119540291981,0,0,"1993","463"
"13203",0.369810937234661,0.241152799147828,0,0,"1998","463"
"13227",0.316562454558674,0.478370911263161,0,0,"1967","464"
"13231",0.361854544060911,0.328262730269041,0,0,"1972","464"
"13236",0.272032837983186,0,0,0,"1977","464"
"13239",0.452985015683885,0.384026696454765,0,0,"1980","464"
"13244",0.481670397010412,0.435334435832553,0,0,"1985","464"
"13249",0.270796856451153,0.516026203757246,0,0,"1990","464"
"13253",0.284930262463919,0.529165517817366,1,400,"1993","464"
"13257",0.464076227107828,0.452028060666987,1,20,"1998","464"
"13280",0.528459994794159,0.196184622618538,0,0,"1967","465"
"13284",0.551279706209284,0.286973589790491,0,0,"1972","465"
"13289",0.47949796557839,0,0,0,"1977","465"
"13292",0.554277630460434,0.311062334267988,0,0,"1980","465"
"13297",0.63070951667619,0.234753602149707,0,0,"1985","465"
"13302",0.343766199878229,0.438288249108463,0,0,"1990","465"
"13306",0.46249907501961,0.43438559102547,0,0,"1993","465"
"13310",0.418955157599802,0.385955743983434,0,0,"1998","465"
"13333",0.337107291493102,0.0670372915118236,0,0,"1967","467"
"13335",0.253777732229816,0.14558051269728,0,0,"1969","467"
"13338",0.296656234834805,0.105420655699927,0,0,"1972","467"
"13343",0.211345769096432,0,0,0,"1977","467"
"13346",0.310444829615851,0.0545977217075162,0,0,"1980","467"
"13351",0.337348968151771,0.0667685803968073,0,0,"1985","467"
"13356",0.15844253709266,0.123758960586429,2,0,"1990","467"
"13361",0.0894768951038913,0.116704402443084,0,0,"1995","467"
"13366",0.0361121863616039,0.115376000895907,0,0,"2000","467"
"13392",0.663020755988622,0.159171131241361,0,0,"1967","468"
"13396",0.492136307250748,0.125648821540632,0,0,"1972","468"
"13401",0.281362364257185,0,0,0,"1977","468"
"13404",0.467808729201413,0.16911902387619,0,0,"1980","468"
"13409",0.501047047326539,0.146676116939973,0,0,"1985","468"
"13414",0.254485439091811,0.261210213189123,0,0,"1990","468"
"13418",0.349459452648556,0.3156384926835,0,0,"1993","468"
"13422",0.340936848018639,0.331277373895723,0,0,"1998","468"
"13445",0.219100404251038,0.174135250324681,0,0,"1967","469"
"13447",0.323745692705928,0.260338336495615,0,0,"1969","469"
"13452",0.227822772503864,0.167906772184943,0,0,"1974","469"
"13455",0.288162238184904,0,0,0,"1977","469"
"13458",0.332640861275895,0.112798358408959,0,0,"1980","469"
"13463",0.446910485179177,0.189703404789675,0,0,"1985","469"
"13468",0.305796027222851,0.119197500434445,0,0,"1989","469"
"13469",0.230653370013755,0.262857634112792,0,0,"1991","469"
"13472",0.245555870613126,0.265216917137435,0,0,"1993","469"
"13475",0.28782184601567,0.296962611546943,0,0,"1996","469"
"13500",0.393524138698784,0.51187718340322,0,0,"1967","470"
"13504",0.519854829558988,0.455918337296071,0,0,"1972","470"
"13509",0.363314862720885,0,0,0,"1977","470"
"13512",0.455960544097208,0.42261091197499,0,0,"1980","470"
"13517",0.455241493497302,0.471736060593093,0,0,"1985","470"
"13522",0.380708092485549,0.55556625990152,0,0,"1990","470"
"13526",0.471533838687834,0.433107930178316,0,0,"1993","470"
"13530",0.543519087762441,0.419625487405361,0,0,"1998","470"
"13554",0.415578230046346,0.0330377914964553,0,0,"1967","474"
"13558",0.490413730964092,0.0379634963540667,0,0,"1972","474"
"13564",0.504042507142965,0,0,0,"1978","474"
"13569",0.335891522251501,0.155296557589285,0,0,"1983","474"
"13571",0.445645481865897,0.103973450357172,0,0,"1985","474"
"13575",0.417369371010812,0.125680546145043,0,0,"1989","474"
"13581",0.205866445536639,0.255341552501106,0,0,"1994","474"
"13586",0.407388444529116,0.188649328201449,0,0,"1999","474"
"13608",0.131850696644303,0.44814291361394,0,0,"1967","475"
"13612",0.337847519772979,0.491526534893631,0,0,"1972","475"
"13617",0.248362204280357,0,0,0,"1977","475"
"13620",0.460249695382545,0.342471856984378,0,0,"1980","475"
"13625",0.490183980038108,0.383447617495372,0,0,"1985","475"
"13630",0.26808943380552,0.446593236604265,0,0,"1990","475"
"13634",0.334499006914013,0.291217918714881,0,0,"1993","475"
"13638",0.39962493320942,0.396585312101725,0,0,"1998","475"
"13674",0.421987340994285,0,0,0,"1980","477"
"13678",0.44591805663633,0.047552187299117,0,0,"1984","477"
"13714",0.454254229325968,0.00145458250086313,0,0,"1967","478"
"13719",0.491184630595081,0.00166812573225493,0,0,"1972","478"
"13725",0.0901677098169369,0,0,0,"1978","478"
"13730",0.742398980910811,0,0,0,"1983","478"
"13732",0.310631067219593,0.000897781047184035,0,0,"1985","478"
"13738",0.388216014162707,0,0,0,"1991","478"
"13743",0.366922434191145,0.0385328679964901,0,0,"1996","478"
"13748",0.490876955951845,0.0653938151726816,0,0,"2001","478"
"13769",0.397386577461844,0.0807094571050247,0,0,"1967","480"
"13773",0.544286777732254,0.0911472609656589,0,0,"1972","480"
"13778",0.261168069182621,0,0,0,"1977","480"
"13781",0.515525444766239,0.121048820852296,0,0,"1980","480"
"13786",0.475533390828303,0.297032343003321,0,0,"1985","480"
"13791",0.339401229469576,0.327921376030332,0,0,"1990","480"
"13795",0.342475664127082,0.307991464488039,0,0,"1993","480"
"13799",0.346754540995477,0.28546959304272,0,0,"1998","480"
"13822",0.402006988898166,0.205993134799146,0,0,"1967","481"
"13827",0.450028041347465,0.118547999100399,0,0,"1972","481"
"13832",0.353037727066028,0,0,0,"1977","481"
"13835",0.351021530250303,0.167861301649244,0,0,"1980","481"
"13840",0.442527542466621,0.241640261521549,0,0,"1985","481"
"13845",0.39420690920076,0.175249223200414,0,0,"1990","481"
"13848",0.428892440079952,0.302583323461134,0,0,"1993","481"
"13853",0.476913820724241,0.2936966948719,0,0,"1998","481"
"13881",0.75695486643181,0.144342111499028,0,0,"1972","484"
"13886",0.283953257273676,0,0,0,"1977","484"
"13891",0.399596848085028,0.172026754627084,0,0,"1982","484"
"13894",0.6459386730199,0.182309788663593,0,0,"1985","484"
"13899",0.398317876516844,0.208189146612354,0,0,"1990","484"
"13903",0.539612053335236,0.351363401280474,0,0,"1993","484"
"13907",0.523310352315292,0.302844579555942,0,0,"1998","484"
"13930",0.389597307482638,0.0846863075063402,0,0,"1967","485"
"13935",0.676423798918231,0.161106313349393,0,0,"1972","485"
"13940",0.423613250364529,0,0,0,"1977","485"
"13943",0.608205348512512,0.10125657824079,0,0,"1980","485"
"13948",0.566252489048188,0.333357228195938,0,0,"1985","485"
"13953",0.363118935058472,0.513534668657212,1,20,"1990","485"
"13956",0.359515150415832,0.476782361850518,0,0,"1993","485"
"13961",0.470445403602459,0.328459773690555,0,0,"1998","485"
"13984",0.268069478908189,0.334217810862972,0,0,"1967","488"
"13986",0.437941098993731,0.268942626837364,0,0,"1969","488"
"13991",0.406553992228801,0.255998474365862,0,0,"1974","488"
"13994",0.398951882623874,0,0,0,"1977","488"
"13997",0.416981040568956,0.214238453037908,0,0,"1980","488"
"14002",0.4492379119801,0.156723337996164,0,0,"1985","488"
"14007",0.310193922822883,0.182259840063905,0,0,"1989","488"
"14008",0.251821316012908,0.290427321057034,0,0,"1991","488"
"14011",0.242408674430316,0.308865170384007,0,0,"1993","488"
"14014",0.0960545623357287,0.316982288335368,0,0,"1996","488"
"14038",0.504919072796451,0.00797376926077155,0,0,"1967","492"
"14043",0.586568242118307,0.0124267327560647,0,0,"1972","492"
"14050",0.146311941482658,0,0,0,"1978","492"
"14051",0.40225036118728,0.0456127936276811,0,0,"1980","492"
"14056",0.54347890085992,0.0445268540985086,0,0,"1985","492"
"14062",0.491374000176865,0.098556717378245,0,0,"1990","492"
"14066",0.386670185154303,0.0851773323877398,0,0,"1995","492"
"14071",0.18173962000502,0.0828873377966803,0,0,"1999","492"
"14096",0,0,0,0,"1971","503"
"14102",0.174235489980656,0,0,0,"1977","503"
"14105",0.204875683784921,0.000602523524640651,0,0,"1980","503"
"14110",0.159012799416951,0,0,0,"1984","503"
"14114",0.202343082376897,0,0,0,"1989","503"
"14116",0.148724038974876,0.00142045389563484,1,0,"1991","503"
"14121",0.0601663110173784,0.00250711990501258,0,0,"1996","503"
"14126",0.015728004551089,0,0,0,"2001","503"
"14146",0.354052336261818,0.010055459566107,0,0,"1967","504"
"14151",0.503811261607999,0.0152439743471539,0,0,"1972","504"
"14157",0.251729674679175,0,0,0,"1978","504"
"14162",0.314606488792361,0.0175921639547108,0,0,"1983","504"
"14164",0.34710367946074,0,0,0,"1985","504"
"14169",0.456257450762978,0,0,0,"1989","504"
"14174",0.365071697116813,0.0188587871350258,0,0,"1994","504"
"14178",0.437623493276795,0,0,0,"1999","504"
"14213",0.444541192230409,0,0,0,"1980","505"
"14217",0.368196574112446,0.249896394529631,0,0,"1984","505"
"14254",0.399729455529253,0.341717523028857,0,0,"1967","507"
"14256",0.350586008786752,0.332761067928354,0,0,"1969","507"
"14261",0.368656868001445,0.226400655658717,0,0,"1974","507"
"14264",0.311220264077695,0,0,0,"1977","507"
"14267",0.490264646202996,0.113642193051291,0,0,"1980","507"
"14272",0.600453170677429,0.0742795294308055,0,0,"1985","507"
"14277",0.431514566971325,0.118253494389075,0,0,"1989","507"
"14278",0.21959739441059,0.343193107795755,0,0,"1991","507"
"14281",0.123759763938088,0.328866945416599,0,0,"1993","507"
"14284",0.101009433727281,0.336036058475897,0,0,"1996","507"
"14308",0.258098055547577,0.0335468305712727,0,0,"1967","508"
"14312",0.305522596712992,0.0289580959317693,0,0,"1971","508"
"14315",0.381787216990583,0.00453088286187865,0,0,"1974","508"
"14318",0.29928285052798,0,0,0,"1977","508"
"14321",0.455420220867395,0.0660426370874278,0,0,"1980","508"
"14326",0.408951660906448,0.0125280869112656,0,0,"1985","508"
"14331",0.245435331915818,0.0607585551573825,0,0,"1990","508"
"14336",0.305442555209229,0.126049627839034,0,0,"1995","508"
"14341",0.30320965530949,0.290877082837091,0,0,"2000","508"
"14362",0.587764793202895,0.00887141350665846,0,0,"1967","510"
"14367",0.528974571932696,0.0487402703685373,0,0,"1972","510"
"14370",0.422760542787956,0.0568922191255083,0,0,"1975","510"
"14375",0.604119039504831,0.123416444841529,0,0,"1980","510"
"14380",0.706855959733234,0.115270180842061,0,0,"1985","510"
"14385",0.330741119947836,0.270448432445952,0,0,"1990","510"
"14390",0.312943293258874,0.466651820369078,0,0,"1995","510"
"14393",0.352752967518106,0.528254197118892,0,0,"1998","510"
"14415",0.306326166650154,0,0,0,"1967","511"
"14420",0.517685364791576,0.0369245081350699,0,0,"1972","511"
"14423",0.486533658550835,0.0655534783180218,0,0,"1975","511"
"14428",0.501079252037657,0.0812573884493709,0,0,"1980","511"
"14433",0.51572356248348,0.106160836113473,0,0,"1985","511"
"14438",0.264297369586794,0.325754049916731,0,0,"1990","511"
"14443",0.338189883627146,0.386129354380305,0,0,"1995","511"
"14446",0.376575517711779,0.453356613832945,0,0,"1998","511"
"14469",0.408754041847907,0.135208208380555,0,0,"1967","514"
"14474",0.544913483528248,0.133686327434946,0,0,"1972","514"
"14481",0.0696893451988945,0,0,0,"1978","514"
"14482",0.47478482565343,0.236098410205707,0,0,"1980","514"
"14487",0.403753531689614,0.164582695650598,4,100,"1985","514"
"14493",0.383335323219957,0.146800767205243,0,0,"1990","514"
"14497",0.258617752192055,0.149169483869238,0,0,"1995","514"
"14502",0.210968631310463,0.144100878095968,0,0,"1999","514"
"14527",0,0,0,0,"1971","515"
"14533",0.20234421784771,0,0,0,"1977","515"
"14536",0.208032879691354,0,0,0,"1980","515"
"14541",0.186018275495535,0.000550657064772166,0,0,"1984","515"
"14545",0.196541014644454,0.00101761403347585,0,0,"1989","515"
"14547",0.195204712864765,0.00403797664672861,0,0,"1991","515"
"14552",0.0761802699914861,0.0039233829647282,0,0,"1996","515"
"14557",0.0314407538978358,0.0377843798422411,0,0,"2001","515"
"14578",0.532629598087965,0.0598472569434906,0,0,"1967","520"
"14582",0.433505580421461,0.139468915483669,0,0,"1972","520"
"14587",0.285258075179448,0,0,0,"1977","520"
"14590",0.393291138535874,0.0767911914185356,0,0,"1980","520"
"14595",0.499274831830048,0.194648949542108,0,0,"1985","520"
"14600",0.278318543710827,0.271562227173814,0,0,"1990","520"
"14604",0.356348144195457,0.316795123858224,0,0,"1993","520"
"14608",0.186713120595455,0.324303191068176,0,0,"1998","520"
"14644",0.429440501428703,0,0,0,"1980","522"
"14648",0.418881118881119,0,0,0,"1984","522"
"14689",0,0,0,0,"1971","523"
"14695",0.208817692988934,0,0,0,"1977","523"
"14698",0.247393505502648,0,0,0,"1980","523"
"14703",0.210752732596722,0,0,0,"1984","523"
"14707",0.174078222741888,0.00105980707395498,0,0,"1989","523"
"14709",0.0712912127468857,0.00521140209617119,0,0,"1991","523"
"14714",0.0258743558820305,0.00443435329833445,0,0,"1996","523"
"14719",0.051346430037987,0.0248428811432248,0,0,"2001","523"
"14743",0,0,0,0,"1971","524"
"14749",0.223670274419089,0,0,0,"1977","524"
"14752",0.229081851480629,0,0,0,"1980","524"
"14757",0.159131709405932,0,1,3,"1984","524"
"14761",0.251984671909498,0.00494807454256816,0,0,"1989","524"
"14763",0.202461928316743,0.018827487657437,0,0,"1991","524"
"14768",0.0805097389650952,0.0386094223666574,0,0,"1996","524"
"14773",0,0.0385779510593546,0,0,"2001","524"
"14792",0.51249238269348,0,0,0,"1967","526"
"14797",0.550754919786633,0.0734477181632797,0,0,"1972","526"
"14802",0.290595302264373,0,0,0,"1977","526"
"14805",0.46604015001103,0.186754908449151,0,0,"1980","526"
"14810",0.44784677116324,0.278467040635568,0,0,"1985","526"
"14815",0.364361108727366,0.262533253239509,1,0,"1990","526"
"14818",0.428816669018873,0.501020002309439,1,0,"1993","526"
"14823",0.40361347343891,0.374384551441908,0,0,"1998","526"
"14846",0.465354862494462,0,0,0,"1967","527"
"14849",0.276519525630912,0.00964117385799421,0,0,"1970","527"
"14856",0.336875962368862,0,0,0,"1977","527"
"14859",0.241722019732818,0,0,0,"1980","527"
"14861",0.175109122890834,0.0188505722165519,0,0,"1982","527"
"14866",0.339332854914548,0.0553843409191909,0,0,"1987","527"
"14870",0.389839271808096,0.0511071961008768,0,0,"1991","527"
"14875",0.365216316904482,0.059049644939118,0,0,"1996","527"
"14880",0.363798035141839,0.0469382782839241,0,0,"2001","527"
"14900",0.44721554618007,0,0,0,"1967","528"
"14903",0.16674097772116,0.0010668944252233,0,0,"1970","528"
"14910",0.197478835785794,0,0,0,"1977","528"
"14913",0.22256761465093,0,0,0,"1980","528"
"14915",0.154378357387871,0.00842016697948353,0,0,"1982","528"
"14920",0.285964177854858,0.0461980085518644,1,0,"1987","528"
"14924",0.367068655498874,0.059695844248357,0,0,"1991","528"
"14929",0.339337237829341,0.0558835247879065,0,0,"1996","528"
"14934",0.357468938657568,0.0509042338643021,0,0,"2001","528"
"14955",0.460907903482962,0.00956152705535645,0,0,"1967","530"
"14959",0.533990484590817,0.0333492616019809,0,0,"1972","530"
"14965",0.483938790840309,0,0,0,"1978","530"
"14970",0.405740706370983,0.0611779370676726,0,0,"1983","530"
"14972",0.389027412280702,0.0262006578947368,0,0,"1985","530"
"14976",0.439992925466305,0.0336764298897216,0,0,"1989","530"
"14982",0.291423959963649,0.164951153632554,0,0,"1994","530"
"14987",0.430384428584555,0.177657014063104,0,0,"1999","530"
"15008",0.564094576955026,0.181385512553188,0,0,"1967","531"
"15013",0.595411335173169,0.236795248667585,0,0,"1972","531"
"15018",0.281697688844253,0,0,0,"1977","531"
"15021",0.533130063466994,0.222437922260244,0,0,"1980","531"
"15026",0.601850935365733,0.244044407122765,0,0,"1985","531"
"15031",0.377132909939552,0.426267551075063,0,0,"1990","531"
"15034",0.433019124182931,0.440999574247564,0,0,"1993","531"
"15039",0.541235238467375,0.389972833631947,0,0,"1998","531"
"15063",0.311705551743293,0.459252360879652,0,0,"1967","534"
"15067",0.536147954418083,0.422140291636853,0,0,"1972","534"
"15072",0.376782718120805,0,0,0,"1977","534"
"15075",0.443115376886346,0.441367387233934,0,0,"1980","534"
"15080",0.505331489004825,0.423447659917441,1,8,"1985","534"
"15085",0.408780799478564,0.53437577722318,0,0,"1990","534"
"15089",0.465284656775667,0.49732064953727,1,0,"1993","534"
"15093",0.52022457248699,0.461022641963467,0,0,"1998","534"
"15115",0.277243713236238,0.225016696206108,0,0,"1967","537"
"15117",0.389574799598764,0.198502013407298,0,0,"1969","537"
"15122",0.343104041409698,0.145549072633284,0,0,"1974","537"
"15125",0.283017432508803,0,0,0,"1977","537"
"15128",0.435674435167966,0.0836729579656814,0,0,"1980","537"
"15133",0.41520884788377,0.0876057474527752,0,0,"1985","537"
"15138",0.293803864331387,0.164646359339854,0,0,"1989","537"
"15139",0.214864275028404,0.266513732428389,0,0,"1991","537"
"15142",0.146197757885659,0.357018449467407,0,0,"1993","537"
"15145",0.0682988245258616,0.33333676704552,0,0,"1996","537"
"15170",0.347917356635162,0.0357628716276463,0,0,"1967","543"
"15174",0.557755488727033,0.142698211274706,0,0,"1972","543"
"15180",0.468824881129594,0,0,0,"1978","543"
"15185",0.385967979764423,0.152399186380618,0,0,"1983","543"
