"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2019","Homicide Firearm","2017","101","2091784","4.83","5.16876009218716"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2019","Homicide Firearm","2018","136","2092741","6.5","6.90274130651807"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2019","Homicide Firearm","2019","158","2096829","7.54","8.14009979893917"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2019","Homicide Firearm","","1898","41900186","4.53","."
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","1999","540","18882726","2.86","2.82506606561236"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2000","602","18998429","3.17","3.13322126968182"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2001","583","19082838","3.06","3.03745921443643"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2002","550","19137800","2.87","2.85445663600172"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2003","589","19175939","3.07","3.05161620326019"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2004","516","19171567","2.69","2.67416692893969"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2005","515","19132610","2.69","2.67229882872075"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2006","570","19104631","2.98","2.95771183065735"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2007","522","19132335","2.73","2.72684000004134"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2008","508","19212436","2.64","2.64104849444615"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2009","505","19307066","2.62","2.58541097094527"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2010","527","19378144","2.72","2.69481582527835"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2011","466","19499241","2.39","2.3795757365741"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2012","436","19572932","2.23","2.21788218380113"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2013","380","19624447","1.94","1.91401118891245"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2014","372","19651049","1.89","1.8782339997192"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2015","408","19654666","2.08","2.09711336667331"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2016","390","19633428","1.99","2.02579574866582"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2017","312","19589572","1.59","1.61775049852718"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2018","356","19530351","1.82","1.86395696818248"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","2019","326","19453561","1.68","1.71628222096256"
"Both Sexes","All Races","New York","Both","All Ages","1999","2019","Homicide Firearm","","9973","405925768","2.46","."
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","1999","459","7949362","5.77","5.56105394093675"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2000","458","8078824","5.67","5.46979271032313"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2001","418","8210122","5.09","4.92802018985667"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2002","467","8326201","5.61","5.46579298506076"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2003","396","8422501","4.7","4.61597275088936"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2004","411","8553152","4.81","4.75225082684865"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2005","451","8705407","5.18","5.15749514834195"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2006","439","8917270","4.92","4.93147027663018"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2007","458","9118037","5.02","5.07826933951803"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2008","467","9309449","5.02","5.04762957930721"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2009","407","9449566","4.31","4.3618298890702"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2010","376","9535751","3.94","3.95230078282112"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2011","380","9657592","3.93","3.99257012200393"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2012","422","9749476","4.33","4.33543168726556"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2013","412","9843336","4.19","4.2707741926943"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2014","391","9932887","3.94","4.00288507110053"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2015","438","10031646","4.37","4.54439153942653"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2016","558","10154788","5.49","5.65180794514688"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2017","522","10268233","5.08","5.24711287921112"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2018","489","10381615","4.71","4.88293939019562"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","2019","541","10488084","5.16","5.38517293889022"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2019","Homicide Firearm","","9360","195083299","4.8","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","1999","P","644259",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2000","P","641183",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2001","P","639062",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2002","P","638168",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2003","12","638817","1.88","1.78140152602887"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2004","P","644705",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2005","P","646089",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2006","P","649422",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2007","P","652822",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2008","P","657569",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2009","P","664968",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2010","P","672576",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2011","P","685225",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2012","P","701176",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2013","P","722036",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2014","P","737401",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2015","11","754066","1.46","1.6969362889285"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2016","10","754434","1.33","1.29318179973296"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2017","P","754942",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2018","13","758080","1.71","1.63450101409796"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","2019","10","762062","1.31","1.59600810853656"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2019","Homicide Firearm","","140","14419062","0.97","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","1999","256","11335457","2.26","2.27517953933297"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2000","253","11363719","2.23","2.24373225027164"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2001","316","11387404","2.77","2.81388108604987"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2002","353","11407889","3.09","3.14028731640712"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2003","321","11434788","2.81","2.84597900772257"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2004","340","11452251","2.97","3.03360107225341"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2005","408","11463320","3.56","3.66075277415765"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2006","451","11481213","3.93","4.07730344017728"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2007","413","11500468","3.59","3.74056684060004"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2008","402","11515391","3.49","3.68074998843727"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2009","366","11528896","3.17","3.30952857922831"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2010","396","11536751","3.43","3.61821525024525"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2011","453","11544663","3.92","4.10632860591916"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2012","437","11548923","3.78","4.02203085409533"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2013","447","11576684","3.86","4.07176702698584"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2014","422","11602700","3.64","3.81446991948562"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2015","484","11617527","4.17","4.37715617831472"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2016","557","11634370","4.79","5.06936923918097"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2017","621","11659650","5.33","5.68219942535491"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2018","548","11676341","4.69","4.96203468193969"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","2019","565","11689100","4.83","5.16944627080883"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2019","Homicide Firearm","","8809","241957505","3.64","."
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","1999","150","3437148","4.36","4.30085694294797"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2000","115","3453861","3.33","3.34932376724674"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2001","126","3467100","3.63","3.61846411912377"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2002","113","3489080","3.24","3.1775593283413"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2003","139","3504892","3.97","3.94005103064131"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2004","124","3525233","3.52","3.54855113462894"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2005","136","3548597","3.83","3.88914592078031"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2006","152","3594090","4.23","4.24781436237063"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2007","151","3634349","4.15","4.12776450030171"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2008","147","3668976","4.01","4.2143915681208"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2009","148","3717572","3.98","4.06981732246629"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2010","131","3751582","3.49","3.51948662377555"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2011","166","3788379","4.38","4.41930817003494"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2012","188","3818814","4.92","5.05197258722883"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2013","178","3853214","4.62","4.81655382774534"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2014","157","3878187","4.05","4.13060668224217"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2015","221","3909500","5.65","5.86636861695974"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2016","238","3926331","6.06","6.38974044262675"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2017","228","3931316","5.8","6.15103819455326"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2018","185","3940235","4.7","4.8881960280186"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","2019","246","3956971","6.22","6.60802955607836"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2019","Homicide Firearm","","3439","77795427","4.42","."
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","1999","60","3393941","1.77","1.75561888857259"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2000","62","3430828","1.81","1.79449250958879"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2001","47","3467937","1.36","1.34767947048872"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2002","64","3513424","1.82","1.85059969488203"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2003","52","3547376","1.47","1.42449587661081"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2004","65","3569463","1.82","1.83496145967022"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2005","54","3613202","1.49","1.45871047105009"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2006","63","3670883","1.72","1.73979351962012"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2007","43","3722417","1.16","1.12489855617993"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2008","49","3768748","1.3","1.2926074658755"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2009","55","3808600","1.44","1.35766225476476"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2010","60","3831079","1.57","1.57447591166575"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2011","62","3872036","1.6","1.63607480667433"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2012","53","3899001","1.36","1.34499957791711"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2013","54","3922468","1.38","1.39486847005112"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2014","53","3963244","1.34","1.33334267479706"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2015","94","4015792","2.34","2.35828274175854"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2016","78","4089976","1.91","1.92390502838485"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2017","73","4143625","1.76","1.85067936636478"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2018","67","4181886","1.6","1.64185973867914"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","2019","78","4217737","1.85","1.87870846187172"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2019","Homicide Firearm","","1286","79643663","1.61","."
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","1999","428","12263805","3.49","3.66362602509548"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2000","439","12285041","3.57","3.74412768250062"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2001","444","12298970","3.61","3.78718056549402"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2002","456","12331031","3.7","3.89815661737965"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2003","467","12374658","3.77","3.97418366504877"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2004","504","12410722","4.06","4.25691705762683"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2005","535","12449990","4.3","4.51957494575583"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2006","593","12510809","4.74","4.95619187933219"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2007","554","12563937","4.41","4.63912051560877"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2008","524","12612285","4.15","4.39626970088774"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2009","483","12666858","3.81","4.03145555611694"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2010","501","12702868","3.94","4.13139462245447"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2011","512","12745815","4.02","4.20882250651072"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2012","547","12767118","4.28","4.52233905613329"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2013","486","12776309","3.8","4.08148995334205"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2014","466","12788313","3.64","3.91538151982313"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2015","522","12784826","4.08","4.339881901535"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2016","538","12782275","4.21","4.48160866571867"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2017","602","12787641","4.71","5.03631265985416"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2018","581","12800922","4.54","4.82229448547469"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","2019","548","12801989","4.28","4.63411417172721"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2019","Homicide Firearm","","10730","264506182","4.06","."
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","1999","21","1040402","2.02","2.01980010850179"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2000","27","1050725","2.57","2.57182260846755"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2001","20","1057142","1.89","1.92265320822535"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2002","25","1065995","2.35","2.36204070471564"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2003","21","1071342","1.96","1.9020087254331"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2004","18","1074579","1.68","1.60282677623716"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2005","19","1067916","1.78","1.83741118216364"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2006","19","1063096","1.79","1.73127074967448"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2007","13","1057315","1.23","1.23031927522733"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2008","19","1055003","1.8","1.778492267373"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2009","14","1053646","1.33","1.30666917235445"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2010","17","1052964","1.61","1.60277647433085"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2011","12","1053649","1.14","1.12732462105259"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2012","15","1054621","1.42","1.44584277312129"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2013","18","1055081","1.71","1.68330319641016"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2014","13","1055936","1.23","1.17773368398636"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2015","10","1056065","0.95","0.9864968511011"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2016","13","1056770","1.23","1.11187537035095"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2017","10","1055673","0.95","0.98392888782235"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2018","13","1058287","1.23","1.16470039299049"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","2019","12","1059361","1.13","1.41349109701542"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2019","Homicide Firearm","","349","22215568","1.57","."
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","1999","223","3974684","5.61","5.4888099155868"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2000","169","4023396","4.2","4.12959833428805"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2001","228","4064995","5.61","5.53635196055914"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2002","227","4107795","5.53","5.47406763751029"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2003","236","4150297","5.69","5.63855982189576"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2004","220","4210921","5.22","5.23108844614535"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2005","235","4270150","5.5","5.53081222085892"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2006","274","4357847","6.29","6.2519972909512"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2007","255","4444110","5.74","5.68429074629279"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2008","249","4528996","5.5","5.52533003446754"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2009","235","4589872","5.12","5.24159665784534"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2010","229","4625366","4.95","5.06956835990817"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2011","253","4671994","5.42","5.5203107475027"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2012","273","4717354","5.79","5.91980490135745"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2013","244","4764080","5.12","5.31972395366676"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2014","266","4823617","5.51","5.58258970002665"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2015","360","4891938","7.36","7.55680168336484"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2016","335","4957968","6.76","7.09309883350905"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2017","338","5021268","6.73","7.11031092482879"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2018","373","5084156","7.34","7.90387417423752"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","2019","453","5148714","8.8","9.41660082308864"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2019","Homicide Firearm","","5675","95429518","5.95","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","1999","P","750417",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2000","P","755657",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2001","P","757972",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2002","P","760020",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2003","P","763729",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2004","P","770396",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2005","P","775493",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2006","P","783033",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2007","P","791623",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2008","10","799124","1.25","1.31115802581039"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2009","10","807067","1.24","1.27897285736709"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2010","P","814198",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2011","P","823579",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2012","P","833566",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2013","P","842316",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2014","P","849129",".","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2015","15","853988","1.76","1.97494496764656"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2016","14","862996","1.62","1.81505756528135"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2017","11","872868","1.26","1.45926784178293"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2018","16","878698","1.82","2.06408498969134"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","2019","11","884659","1.24","1.34076304101623"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2019","Homicide Firearm","","162","17030528","0.95","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","1999","286","5638708","5.07","4.96744351322883"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2000","343","5703094","6.01","5.91939006901009"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2001","307","5750789","5.34","5.22629767794612"
