"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2002","323","5795918","5.57","5.49010294284672"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2003","299","5847812","5.11","5.07967457908132"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2004","286","5910809","4.84","4.82385354265188"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2005","371","5991057","6.19","6.19498702437077"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2006","330","6088766","5.42","5.45288024087506"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2007","343","6175727","5.55","5.61421428559643"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2008","336","6247411","5.38","5.47508074120504"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2009","347","6306019","5.5","5.55511221026562"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2010","293","6346276","4.62","4.66752479696116"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2011","309","6399291","4.83","4.95162981648908"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2012","327","6453898","5.07","5.16357955182977"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2013","309","6494340","4.76","4.88728787290233"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2014","315","6541223","4.82","4.9572182671011"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2015","363","6591170","5.51","5.72235990517636"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2016","434","6646010","6.53","6.73186530900296"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2017","467","6708799","6.96","7.40124211160985"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2018","504","6771631","7.44","7.74442100059205"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","2019","474","6829174","6.94","7.35158635255099"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2019","Homicide Firearm","","7366","131237922","5.61","."
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","1999","794","20558220","3.86","3.7051117663262"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2000","804","20946049","3.84","3.6781531644924"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2001","873","21319622","4.09","3.90923796942934"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2002","889","21690325","4.1","3.93049458187411"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2003","974","22030931","4.42","4.25593725818685"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2004","923","22394023","4.12","3.99196362960844"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2005","1009","22778123","4.43","4.2879396869739"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2006","1033","23359580","4.42","4.28289587183245"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2007","1029","23831983","4.32","4.22370418081742"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2008","1006","24309039","4.14","4.04000734427993"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2009","1003","24801761","4.04","3.97527350568365"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2010","913","25146091","3.63","3.57268422480202"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2011","812","25645629","3.17","3.12142000679326"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2012","894","26084481","3.43","3.39474149115363"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2013","912","26480266","3.44","3.42298778432067"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2014","965","26964333","3.58","3.57048772405234"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2015","1110","27470056","4.04","4.03776207362906"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2016","1222","27914410","4.38","4.36962536946982"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2017","1254","28295273","4.43","4.39419748736087"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2018","1145","28628666","4","4.01776158075755"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","2019","1299","28995881","4.48","4.48254943472692"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2019","Homicide Firearm","","20863","519644742","4.01","."
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","1999","30","2203483","1.36","1.38738693104126"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2000","16","2244210","0.71","0.71073869237696"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2001","40","2283715","1.75","1.73744940012955"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2002","27","2324815","1.16","1.16853168346622"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2003","37","2360137","1.57","1.52843808292827"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2004","30","2401580","1.25","1.27613478419474"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2005","33","2457719","1.34","1.28867559372877"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2006","29","2525507","1.15","1.16707140391327"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2007","40","2597746","1.54","1.43640076465449"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2008","24","2663029","0.9","0.97842215598716"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2009","30","2723421","1.1","1.15379080610817"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2010","27","2763891","0.98","1.04724796433582"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2011","27","2814384","0.96","1.05798844656211"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2012","28","2853375","0.98","0.99734146145215"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2013","33","2897640","1.14","1.19029852285362"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2014","36","2936879","1.23","1.27626798625886"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2015","41","2981835","1.37","1.29189118322655"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2016","48","3041868","1.58","1.52153753721107"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2017","53","3101042","1.71","1.71888618173375"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2018","34","3153550","1.08","1.0868448367459"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","2019","51","3205958","1.59","1.59042528174308"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2019","Homicide Firearm","","714","56535784","1.26","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","1999","P","604687",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2000","P","609876",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2001","P","612223",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2002","P","615442",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2003","P","617858",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2004","P","619920",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2005","P","621215",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2006","P","622892",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2007","P","623481",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2008","P","624151",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2009","P","624817",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2010","P","625737",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2011","P","627049",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2012","P","626090",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2013","P","626210",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2014","P","625214",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2015","11","625216","1.76","1.76440948621063"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2016","P","623657",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2017","P","624344",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2018","10","624358","1.6","1.74974005915525"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","2019","P","623989",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2019","Homicide Firearm","","127","13048426","0.97","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","1999","280","7000176","4","3.90328358574059"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2000","284","7104354","4","3.88528749938181"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2001","275","7198362","3.82","3.73793643792845"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2002","286","7286873","3.92","3.86074081300084"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2003","336","7366977","4.56","4.46104723106278"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2004","295","7475575","3.95","3.88821642340593"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2005","353","7577105","4.66","4.57812202570851"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2006","284","7673725","3.7","3.62134675815616"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2007","308","7751000","3.97","3.87454595472623"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2008","251","7833496","3.2","3.16840464263055"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2009","272","7925937","3.43","3.43780495041427"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2010","271","8001049","3.39","3.36552182796933"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2011","231","8101155","2.85","2.84994166480944"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2012","224","8185080","2.74","2.70713081673568"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2013","233","8252427","2.82","2.80630281848259"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2014","235","8310993","2.83","2.84521398120112"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2015","276","8361808","3.3","3.3151884424956"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2016","353","8410106","4.2","4.28632039189202"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2017","345","8463587","4.08","4.05239421465077"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2018","334","8501286","3.93","4.047195815394"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","2019","342","8535519","4.01","4.15158782147377"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2019","Homicide Firearm","","6068","165316590","3.67","."
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","1999","108","5842565","1.85","1.81845422710153"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2000","112","5911104","1.89","1.85865020310873"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2001","106","5985722","1.77","1.74499440449272"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2002","110","6052349","1.82","1.77702121180296"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2003","111","6104115","1.82","1.76871946455848"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2004","122","6178645","1.97","1.94787522286227"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2005","141","6257305","2.25","2.19291322182719"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2006","123","6370753","1.93","1.89522933916379"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2007","124","6461587","1.92","1.90986885455671"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2008","127","6562231","1.94","1.92514287417546"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2009","118","6667426","1.77","1.76108165463566"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2010","114","6724540","1.7","1.72179563339455"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2011","88","6826627","1.29","1.30277130864602"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2012","127","6897058","1.84","1.86542508342413"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2013","116","6963985","1.67","1.64432797144474"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2014","120","7054655","1.7","1.73905787683233"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2015","162","7163657","2.26","2.31923091473494"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2016","146","7294771","2","2.0008368671389"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2017","165","7423362","2.22","2.25704667502218"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2018","173","7523869","2.3","2.37157678861547"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","2019","165","7614893","2.17","2.22311355584746"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2019","Homicide Firearm","","2678","139881219","1.91","."
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","1999","62","1811801","3.42","3.47972694728421"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2000","56","1806977","3.1","3.11099216337198"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2001","38","1801481","2.11","2.0883266938298"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2002","66","1805414","3.66","3.73439867347206"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2003","60","1812295","3.31","3.40271914316335"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2004","52","1816438","2.86","2.91946886154974"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2005","57","1820492","3.13","3.31908776386613"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2006","57","1827912","3.12","3.19945472269097"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2007","46","1834052","2.51","2.67856846193736"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2008","37","1840310","2.01","2.15468124275461"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2009","57","1847775","3.08","3.24534864175894"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2010","47","1853018","2.54","2.71845070485611"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2011","61","1856301","3.29","3.43232207338745"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2012","66","1856872","3.55","3.97561428961398"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2013","43","1853914","2.32","2.34218365991679"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2014","58","1849489","3.14","3.35040134489997"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2015","50","1842050","2.71","2.89061446622612"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2016","78","1831023","4.26","4.62057488994341"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2017","69","1817004","3.8","4.09321162125326"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2018","66","1804291","3.66","4.04427900208024"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","2019","76","1792147","4.24","4.81773471469497"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2019","Homicide Firearm","","1202","38381056","3.13","."
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","1999","128","5332666","2.4","2.36912129788609"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2000","112","5374133","2.08","2.0660098574999"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2001","134","5406835","2.48","2.46796049690413"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2002","122","5445162","2.24","2.24717523991596"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2003","140","5479203","2.56","2.55847056643781"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2004","93","5514026","1.69","1.67748187671617"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2005","159","5546166","2.87","2.87948830895153"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2006","110","5577655","1.97","1.96667829021662"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2007","132","5610775","2.35","2.34674497596851"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2008","81","5640996","1.44","1.49610378275256"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2009","103","5669264","1.82","1.89542430068282"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2010","106","5687285","1.86","1.89472682551357"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2011","86","5705288","1.51","1.59668382965068"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2012","126","5719960","2.2","2.34236601404909"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2013","115","5736754","2","2.07256173820438"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2014","121","5751525","2.1","2.16191222620171"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2015","175","5760940","3.04","3.18167760937287"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2016","188","5772628","3.26","3.54378839851581"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2017","159","5790186","2.75","2.916922205586"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2018","153","5807406","2.63","2.93532319730682"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","2019","153","5822434","2.63","2.82356471503721"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2019","Homicide Firearm","","2696","118151287","2.28","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","1999","P","491780",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2000","P","493963",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2001","P","494657",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2002","P","500017",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2003","P","503453",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2004","P","509106",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2005","11","514157","2.14","2.09525259593808"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2006","P","522667",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2007","P","534876",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2008","P","546043",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2009","10","559851","1.79","1.87230720748363"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2010","P","563775",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2011","12","567299","2.12","2.1725813460035"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2012","P","576305",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2013","P","582122",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2014","P","582531",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2015","13","585613","2.22","2.16458191488844"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2016","11","584215","1.88","2.05366870742267"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2017","P","578931",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2018","13","577601","2.25","2.46372750201119"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","2019","16","578759","2.76","2.79545137548425"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2019","Homicide Firearm","","177","11447721","1.55","."
"Both Sexes","All Races","","Both","All Ages","1999","2019","Homicide Firearm","","256089","6414642495","3.99","."
